rank,personName,age,finalWorth,year,month,category,country,state,city,countryOfCitizenship,selfMade,gender,birthDate,title,philanthropyScore
2190,Anthony Casalena,39,1300,2022,4,Technology,United States,Maryland,Monkton,United States,TRUE,M,24-04-1982,,
2190,Chang Jing,39,1300,2022,4,Technology,China,,Beijing,China,TRUE,M,01-08-1982,,
2190,Jeffrey Cheah,77,1300,2022,4,Real Estate,Malaysia,,Kuala Lumpur,Malaysia,TRUE,M,30-03-1945,,
2190,Chen Shiliang,58,1300,2022,4,Manufacturing,China,,Tongxiang,China,TRUE,M,01-12-1963,,
2190,Yuantai Chen,54,1300,2022,4,Energy,China,,Ningde,China,TRUE,M,01-03-1968,,
2190,Cheng Xianfeng,53,1300,2022,4,Healthcare,China,,Hefei,China,TRUE,M,01-12-1968,,
2190,Chu Jian,59,1300,2022,4,Manufacturing,China,,Hangzhou,China,TRUE,M,01-04-1963,,
2190,Chua Thian Poh,73,1300,2022,4,Real Estate,Singapore,,Singapore,Singapore,TRUE,M,11-07-1948,,
2190,Alberto Cortina,76,1300,2022,4,Finance & Investments,Spain,,Madrid,Spain,TRUE,M,20-01-1946,,
2190,Sandor Csanyi,69,1300,2022,4,Diversified,Hungary,,Budapest,Hungary,TRUE,M,20-03-1953,,
2190,Sasson Dayan & family,82,1300,2022,4,Finance & Investments,Brazil,,Sao Paulo,Brazil,TRUE,M,01-04-1940,,
2190,Anand Deshpande,59,1300,2022,4,Technology,India,,Pune,India,TRUE,M,01-05-1962,,
2190,Richard Desmond,70,1300,2022,4,Media & Entertainment,United Kingdom,,London,United Kingdom,TRUE,M,08-12-1951,,
2190,Shlomo Eliahu,86,1300,2022,4,Finance & Investments,Israel,,Tel Aviv,Israel,TRUE,M,18-01-1936,,
2190,Jose Roberto Ermirio de Moraes,64,1300,2022,4,Diversified,Brazil,,Sao Paulo,Brazil,FALSE,M,30-11-1957,,
2190,Jose Ermirio de Moraes Neto,69,1300,2022,4,Diversified,Brazil,,Sao Paulo,Brazil,FALSE,M,17-06-1952,,
2190,David Fattal & family,64,1300,2022,4,Service,Israel,,Tel Aviv,Israel,TRUE,M,22-06-1957,,
2190,Marvy Finger,86,1300,2022,4,Real Estate,United States,Texas,Houston,United States,TRUE,M,08-12-1935,Entrepreneur,
2190,Adam Foroughi,41,1300,2022,4,Media & Entertainment,United States,California,Truckee,United States,TRUE,M,07-05-1980,,
2190,Richard Fortin,73,1300,2022,4,Fashion & Retail,Canada,,Boucherville,Canada,TRUE,M,01-09-1948,,
2190,Luiz Frias,58,1300,2022,4,Technology,Brazil,,Sao Paulo,Brazil,FALSE,M,06-04-1963,"Entrepreneur, Journalist",
2190,Susumu Fujita,48,1300,2022,4,Media & Entertainment,Japan,,Tokyo,Japan,TRUE,M,16-05-1973,,
2190,Simona Giorgetta,44,1300,2022,4,Construction & Engineering,Italy,,Milan,Italy,FALSE,F,24-04-1977,,
2190,Premchand Godha,75,1300,2022,4,Healthcare,India,,Mumbai,India,TRUE,M,01-01-1947,,
2190,Mikhail Gutseriev & brother,64,1300,2022,4,Energy,Russia,,Moscow,Russia,TRUE,M,09-03-1958,,
2190,Hang Hong,54,1300,2022,4,Manufacturing,China,,Wuxi,China,TRUE,F,01-01-1968,,
2190,Alfredo Harp Helu & family,78,1300,2022,4,Finance & Investments,Mexico,,Mexico City,Mexico,TRUE,M,11-03-1944,,
2190,Jaroslav Hascak & family,52,1300,2022,4,Finance & Investments,Slovakia,,Bratislava,Slovakia,TRUE,M,30-08-1969,,
2190,He Zuxun,56,1300,2022,4,Food & Beverage,China,,Kunming,China,TRUE,M,28-10-1965,,
2190,David Hoffman,69,1300,2022,4,Diversified,United States,Florida,Naples,United States,TRUE,M,07-08-1952,,
2190,Francis Holder,81,1300,2022,4,Food & Beverage,France,,Lille,France,TRUE,M,01-01-1941,,
2190,Hu Rongda & family,63,1300,2022,4,Manufacturing,China,,Jinhua,China,TRUE,M,01-01-1959,,
2190,Wei Huang,62,1300,2022,4,Real Estate,China,,Hangzhou,China,TRUE,M,30-09-1959,,
2190,Zarakh Iliev,55,1300,2022,4,Real Estate,Russia,,Moscow,Russia,TRUE,M,09-09-1966,,
2190,Mitchell Jacobson,71,1300,2022,4,Service,United States,New York,Locust Valley,United States,FALSE,M,06-03-1951,,
2190,Jiang Guiting & family,63,1300,2022,4,Manufacturing,China,,Dezhou,China,TRUE,M,01-07-1958,,
2190,Rajeev Juneja,56,1300,2022,4,Healthcare,India,,Delhi,India,TRUE,M,28-07-1965,,
2190,Peter Kelly,64,1300,2022,4,Technology,United Kingdom,,Bristol,United Kingdom,TRUE,M,01-07-1957,,
2190,Kim Nam-jung,49,1300,2022,4,Food & Beverage,South Korea,,Seoul,South Korea,FALSE,M,01-01-1973,,
2190,Koon Poh Ming,65,1300,2022,4,Metals & Mining,Malaysia,,Bintulu,Malaysia,TRUE,M,17-11-1956,,
2190,Yuri Kovalchuk,70,1300,2022,4,Finance & Investments,Russia,,St. Petersburg,Russia,TRUE,M,25-07-1951,,
2190,Michael Krasny,68,1300,2022,4,Technology,United States,Illinois,Highland Park,United States,TRUE,M,08-08-1953,Investor,
2190,Raymond Kwok,68,1300,2022,4,Real Estate,Hong Kong,,Hong Kong,Hong Kong,FALSE,M,10-04-1953,,
2190,Heikki Kyostila,76,1300,2022,4,Healthcare,Finland,,Helsinki,Finland,TRUE,M,19-01-1946,,
2190,Lee Ho-jin,59,1300,2022,4,Diversified,South Korea,,Seoul,South Korea,FALSE,M,08-12-1962,,
2190,Bernard Lewis & family,96,1300,2022,4,Fashion & Retail,United Kingdom,,London,United Kingdom,TRUE,M,10-02-1926,,
2190,Fengluan Li,60,1300,2022,4,Diversified,China,,Ruzhou,China,TRUE,F,01-01-1962,,
2190,Hua Li,44,1300,2022,4,Finance & Investments,China,,Shenzhen,China,TRUE,M,01-01-1978,,
2190,Li Ruiqiang,42,1300,2022,4,Healthcare,China,,Beijing,China,TRUE,M,01-11-1979,,
2190,Lin Zhijun,46,1300,2022,4,Healthcare,China,,Xiamen,China,TRUE,M,01-09-1975,,
2190,Lin Zhixiong & family,48,1300,2022,4,Healthcare,China,,Xiamen,China,TRUE,M,01-07-1973,,
2190,Liu Ming Hui,59,1300,2022,4,Energy,Hong Kong,,Hong Kong,China,TRUE,M,01-01-1963,,
2190,Xuejing Liu & family,71,1300,2022,4,Diversified,China,,Liaocheng,China,TRUE,M,01-01-1951,,
2190,Lu Yonghua & family,58,1300,2022,4,Technology,China,,Shanghai,China,TRUE,M,26-07-1963,,
2190,Zhaoxi Lu,53,1300,2022,4,Technology,China,,Hangzhou,China,TRUE,M,01-01-1969,,
2190,Frederic Luddy,67,1300,2022,4,Technology,United States,California,San Diego,United States,TRUE,M,24-11-1954,Entrepreneur,
2190,Miao Yongjun,54,1300,2022,4,Healthcare,China,,Zhengzhou,China,TRUE,M,01-12-1967,,
2190,Martin Moller Nielsen,57,1300,2022,4,Logistics,United Kingdom,,London,Denmark,TRUE,M,01-08-1964,,
2190,Neide Helena de Moraes,67,1300,2022,4,Diversified,Brazil,,Sao Paulo,Brazil,FALSE,F,15-02-1955,,
2190,Yoshiko Mori,81,1300,2022,4,Real Estate,Japan,,Tokyo,Japan,FALSE,F,24-09-1940,,
2190,Mofatraj Munot,77,1300,2022,4,Real Estate,India,,Mumbai,India,TRUE,M,04-10-1944,,
2190,Randal Nardone,66,1300,2022,4,Finance & Investments,United States,New York,New York,United States,TRUE,M,22-06-1955,,
2190,God Nisanov,49,1300,2022,4,Real Estate,Russia,,Moscow,Russia,TRUE,M,24-04-1972,,
2190,Vadim Novinsky,58,1300,2022,4,Metals & Mining,Ukraine,,Kiev,Ukraine,TRUE,M,03-06-1963,,
2190,Satyanarayan Nuwal,69,1300,2022,4,Manufacturing,India,,Nagpur,India,TRUE,M,25-07-1952,,
2190,John Ocampo,63,1300,2022,4,Technology,United States,California,Los Altos,United States,TRUE,M,05-04-1959,,
2190,Pan Gang,51,1300,2022,4,Food & Beverage,China,,Hohhot,China,TRUE,M,01-07-1970,,
2190,Forrest Preston,89,1300,2022,4,Healthcare,United States,Tennessee,Cleveland,United States,TRUE,M,22-03-1933,,
2190,Riju Raveendran,39,1300,2022,4,Technology,India,,Bangalore,India,TRUE,M,11-11-1982,,
2190,P.P. Reddy,64,1300,2022,4,Construction & Engineering,India,,Hyderabad,India,TRUE,M,30-08-1957,,
2190,P.V.Krishna Reddy,52,1300,2022,4,Construction & Engineering,India,,Hyderabad,India,TRUE,M,30-06-1969,,
2190,Satish Reddy,54,1300,2022,4,Healthcare,India,,Hyderabad,India,FALSE,M,09-06-1967,,
2190,Lily Safra,84,1300,2022,4,Finance & Investments,Switzerland,,Geneva,Monaco,FALSE,F,01-01-1938,,
2190,Richard Saghian,40,1300,2022,4,Fashion & Retail,United States,California,Los Angeles,United States,TRUE,M,06-08-1981,,
2190,Deniz Sahenk,76,1300,2022,4,Diversified,Turkey,,Istanbul,Turkey,FALSE,F,06-08-1945,,
2190,Thomas Sandell,61,1300,2022,4,Finance & Investments,United Kingdom,,London,Sweden,TRUE,M,01-02-1961,Founder,
2190,Hajime Satomi,80,1300,2022,4,Gambling & Casinos,Japan,,Tokyo,Japan,TRUE,M,16-01-1942,,
2190,James Scapa,65,1300,2022,4,Technology,United States,California,Atherton,United States,TRUE,M,23-01-1957,,
2190,Paul Sciarra,41,1300,2022,4,Media & Entertainment,United States,California,San Francisco,United States,TRUE,M,15-02-1981,,
2190,Albert Shigaboutdinov,69,1300,2022,4,Diversified,Russia,,Kazan,Russia,TRUE,M,12-11-1952,,
2190,Nobutoshi Shimamura,96,1300,2022,4,Fashion & Retail,Japan,,Saitama,Japan,TRUE,M,08-03-1926,,
2190,Ron Sim,63,1300,2022,4,Fashion & Retail,Singapore,,Singapore,Singapore,TRUE,M,01-12-1958,,
2190,Alexander Sixt,42,1300,2022,4,Automotive,Germany,,Munich,Germany,FALSE,M,24-10-1979,,
2190,Konstantin Sixt,39,1300,2022,4,Automotive,Germany,,Munich,Germany,FALSE,M,02-12-1982,,
2190,Terry Snow,78,1300,2022,4,Real Estate,Australia,,Canberra,Australia,TRUE,M,23-12-1943,,
2190,Marco Squinzi,50,1300,2022,4,Construction & Engineering,Italy,,Milan,Italy,FALSE,M,23-09-1971,,
2190,Veronica Squinzi,50,1300,2022,4,Construction & Engineering,Italy,,Milan,Italy,FALSE,F,01-01-1972,,
2190,Manny Stul,72,1300,2022,4,Manufacturing,Australia,,Melbourne,Australia,TRUE,M,09-05-1949,,
2190,Rustem Sulteev,68,1300,2022,4,Energy,Russia,,Kazan,Russia,TRUE,M,04-01-1954,,
2190,Sehat Sutardja,60,1300,2022,4,Technology,United States,Nevada,Las Vegas,United States,TRUE,M,09-07-1961,,
2190,Tony Tan Caktiong,69,1300,2022,4,Food & Beverage,Philippines,,Manila,Philippines,TRUE,M,05-01-1953,,
2190,Jim Thompson,82,1300,2022,4,Logistics,Hong Kong,,Hong Kong,United States,TRUE,M,14-01-1940,,
2190,Carmen Thyssen,78,1300,2022,4,Manufacturing,Andorra,,,Spain,FALSE,F,23-04-1943,,
2190,August Troendle,66,1300,2022,4,Healthcare,United States,Ohio,Cincinnati,United States,TRUE,M,01-01-1956,,
2190,Joop van den Ende,80,1300,2022,4,Media & Entertainment,Netherlands,,Baarn,Netherlands,TRUE,M,23-02-1942,,
2190,Sekar Vembu,50,1300,2022,4,Technology,India,,Chennai,India,TRUE,M,01-01-1972,,
2190,Sandro Veronesi & family,62,1300,2022,4,Fashion & Retail,Italy,,Milan,Italy,TRUE,M,18-10-1959,,
2190,Wan Long,81,1300,2022,4,Food & Beverage,China,,Luohe,China,TRUE,M,01-09-1940,,
2190,Han Wang,34,1300,2022,4,Diversified,China,,Shanghai,China,FALSE,M,01-08-1987,,
2190,Wang Jianyi,59,1300,2022,4,Technology,China,,Hangzhou,China,TRUE,M,12-01-1963,Entrepreneur,
2190,Wang Qinghua,56,1300,2022,4,Manufacturing,China,,Suzhou,China,TRUE,M,01-07-1965,,
2190,Pengcheng Wen & family,59,1300,2022,4,Food & Beverage,China,,Yunfu,China,TRUE,M,08-10-1962,,
2190,"Alfred West, Jr.",79,1300,2022,4,Finance & Investments,United States,Pennsylvania,Paoli,United States,TRUE,M,07-12-1942,,
2190,Dan Wilks,65,1300,2022,4,Energy,United States,Texas,Cisco,United States,TRUE,M,30-05-1956,,
2190,Farris Wilks,70,1300,2022,4,Energy,United States,Texas,Cisco,United States,TRUE,M,09-02-1952,,
2190,Gang Xu,58,1300,2022,4,Manufacturing,China,,Jiaozuo,China,TRUE,M,17-04-1963,,
2190,Xu Jin,57,1300,2022,4,Food & Beverage,China,,Huaibei city,China,TRUE,M,24-01-1965,,
2190,Tony Xu,37,1300,2022,4,Technology,United States,California,San Francisco,United States,TRUE,M,20-09-1984,,
2190,Ye Yanqiao,52,1300,2022,4,Food & Beverage,China,,Foshan,China,TRUE,M,01-10-1969,,
2190,Patrick Zalupski,41,1300,2022,4,Real Estate,United States,Florida,Jacksonville,United States,TRUE,M,29-11-1980,,
2190,Shengda Zan,59,1300,2022,4,Diversified,China,,Nantong,China,TRUE,M,02-04-1963,,
2190,Zeng Chaoyi,53,1300,2022,4,Manufacturing,China,,Changsha,China,TRUE,M,01-04-1969,,
2190,Zhang Guiping & family,70,1300,2022,4,Real Estate,China,,Nanjing,China,TRUE,M,21-08-1951,,
2190,Peng Zhao,51,1300,2022,4,Service,China,,Beijing,China,TRUE,M,01-01-1971,,
2190,Zheng Zhiguo,50,1300,2022,4,Healthcare,China,,Taizhou,China,TRUE,M,01-10-1971,,
2190,Kostyantin Zhevago,48,1300,2022,4,Metals & Mining,Ukraine,,Kiev,Ukraine,TRUE,M,07-01-1974,,
2190,Zhou Mingjie,64,1300,2022,4,Technology,China,,Shenzhen,China,TRUE,M,01-08-1957,,
2190,Zhu Xingliang,62,1300,2022,4,Construction & Engineering,China,,Suzhou,China,TRUE,M,01-05-1959,Entrepreneur,
2190,Zhu Yiwen & family,,1300,2022,4,Healthcare,China,,Shanghai,China,TRUE,M,,,
2190,Zong Yanmin,,1300,2022,4,Manufacturing,China,,Jinan,China,TRUE,M,,,
2324,Sanjay Agarwal,51,1200,2022,4,Finance & Investments,India,,Jaipur,India,TRUE,M,08-09-1970,,
2324,Hamad bin Jassim bin Jaber Al Thani,62,1200,2022,4,Finance & Investments,Qatar,,Doha,Qatar,FALSE,M,01-10-1959,,
2324,Betty Ang,67,1200,2022,4,Food & Beverage,Philippines,,Manila,Philippines,TRUE,F,13-11-1954,,
2324,Christian Angermayer,43,1200,2022,4,Finance & Investments,United Kingdom,,London,Germany,TRUE,M,26-04-1978,,
2324,Mika Anttonen,55,1200,2022,4,Energy,Finland,,Helsinki,Finland,TRUE,M,18-12-1966,,
2324,Jose Maria Aristrain,59,1200,2022,4,Metals & Mining,Switzerland,,Gstaad,Spain,FALSE,M,02-11-1962,,
2324,Emilio Azcarraga Jean,54,1200,2022,4,Media & Entertainment,Mexico,,Mexico City,Mexico,FALSE,M,21-02-1968,,
2324,Thomas Bailey,85,1200,2022,4,Finance & Investments,United States,Colorado,Aspen,United States,TRUE,M,01-01-1937,,
2324,Andrei Bokarev,55,1200,2022,4,Manufacturing,Russia,,Moscow,Russia,TRUE,M,23-10-1966,,
2324,Stephane Bonvin,55,1200,2022,4,Real Estate,Switzerland,,Lens,Switzerland,TRUE,M,01-01-1967,,
2324,Ashok Boob,70,1200,2022,4,Manufacturing,India,,Pune,India,TRUE,M,02-03-1952,,
2324,Ludwig Theodor Braun,32,1200,2022,4,Healthcare,Germany,,Melsungen,Germany,FALSE,M,01-01-1990,,
2324,Friederike Braun-Luedicke,38,1200,2022,4,Healthcare,Germany,,Melsungen,Germany,FALSE,F,01-01-1984,,
2324,Pradip Burman,79,1200,2022,4,Food & Beverage,India,,Delhi,India,FALSE,M,02-11-1942,,
2324,Cai Hongbin,,1200,2022,4,Healthcare,China,,Lianyungang,China,TRUE,M,,,
2324,Chang Kuo-Cheng,,1200,2022,4,Logistics,Taiwan,,Taipei,Taiwan,FALSE,M,,,
2324,Jiancheng Chen,63,1200,2022,4,Manufacturing,China,,Shangyu,China,TRUE,M,13-01-1959,,
2324,Chen Xueling,54,1200,2022,4,Manufacturing,China,,Shantou,China,TRUE,F,16-10-1967,,
2324,Cheng Lili,57,1200,2022,4,Food & Beverage,China,,Changzhou,China,TRUE,M,01-01-1965,,
2324,Yvon Chouinard,83,1200,2022,4,Fashion & Retail,United States,California,Ventura,United States,TRUE,M,09-11-1938,,
2324,Luigi Cremonini & family,82,1200,2022,4,Food & Beverage,Italy,,Modena,Italy,TRUE,M,28-04-1939,,
2324,Tim Draper,63,1200,2022,4,Finance & Investments,United States,California,Atherton,United States,FALSE,M,11-06-1958,,
2324,Fan Zhaoxia & family,54,1200,2022,4,Energy,China,,Beijing,China,TRUE,F,20-07-1967,,
2324,Gleb Fetisov,55,1200,2022,4,Telecom,Russia,,Moscow,Russia,TRUE,M,05-06-1966,,
2324,Robert Fisher,68,1200,2022,4,Fashion & Retail,United States,California,San Francisco,United States,FALSE,M,01-08-1953,Chairman of the Board,
2324,William Fisher,65,1200,2022,4,Fashion & Retail,United States,California,San Francisco,United States,FALSE,M,01-04-1957,Director,
2324,J. Christopher Flowers,64,1200,2022,4,Finance & Investments,United States,New York,New York,United States,TRUE,M,27-10-1957,Founder and Managing Director,
2324,Bernd Freier,65,1200,2022,4,Fashion & Retail,Germany,,Rottendorf,Germany,TRUE,M,01-01-1957,,
2324,Geng Diangen,65,1200,2022,4,Technology,China,,Beijing,China,TRUE,M,03-12-1956,,
2324,Dan Gertler,48,1200,2022,4,Metals & Mining,Israel,,Bnei Brak,Israel,FALSE,M,23-12-1973,,
2324,David Girouard,56,1200,2022,4,Finance & Investments,United States,California,Redwood City,United States,TRUE,M,13-03-1966,,
2324,John Goff,67,1200,2022,4,Real Estate,United States,Texas,Fort Worth,United States,TRUE,M,01-01-1955,,
2324,Lawrence Golub,62,1200,2022,4,Finance & Investments,United States,New York,New York,United States,TRUE,M,03-10-1959,Investor,
2324,Sven Hagströmer,78,1200,2022,4,Finance & Investments,Sweden,,Stockholm,Sweden,TRUE,M,30-11-1943,,
2324,Fahed Hariri,41,1200,2022,4,Construction & Engineering,United Kingdom,,London,Lebanon,FALSE,M,29-12-1980,,
2324,Richard Hayne,74,1200,2022,4,Fashion & Retail,United States,Pennsylvania,Philadelphia,United States,TRUE,M,01-09-1947,"Chairman, President & Chief Executive Officer",
2324,He Yamin & family,65,1200,2022,4,Manufacturing,China,,Chengdu,China,TRUE,M,23-02-1957,,
2324,Michael Heine,72,1200,2022,4,Finance & Investments,Australia,,Melbourne,Australia,TRUE,M,01-11-1949,,
2324,Heikki Herlin,35,1200,2022,4,Manufacturing,Finland,,Helsinki,Finland,FALSE,M,01-01-1987,,
2324,Hong Feng,45,1200,2022,4,Technology,China,,Beijing,China,TRUE,M,01-01-1977,,
2324,Hu Kun,52,1200,2022,4,Healthcare,China,,Qinhuangdao,China,TRUE,M,01-09-1969,,
2324,Huang Hongyun & family,55,1200,2022,4,Real Estate,China,,Chongqing,China,TRUE,M,26-06-1966,,
2324,Shanbing Huang & family,65,1200,2022,4,Technology,China,,Qidong,China,TRUE,M,16-10-1956,,
2324,Huang Shih Tsai,70,1200,2022,4,Real Estate,China,,Shenzhen,Hong Kong,TRUE,M,01-06-1951,,
2324,Huang Wenbiao,54,1200,2022,4,Food & Beverage,China,,Foshan,China,TRUE,M,01-05-1967,,
2324,Mohammed Ibrahim,75,1200,2022,4,Telecom,United Kingdom,,London,United Kingdom,TRUE,M,03-05-1946,Founder,
2324,Hedda im Brahm-Droege,67,1200,2022,4,Finance & Investments,Germany,,Dusseldorf,Germany,TRUE,F,01-01-1955,,
2324,Rameshchandra Jain,73,1200,2022,4,Manufacturing,India,,Mumbai,India,TRUE,M,22-06-1948,,
2324,Laurent Junique,56,1200,2022,4,Technology,Singapore,,Singapore,France,TRUE,M,01-01-1966,,
2324,Zbigniew Juroszek & family,59,1200,2022,4,Diversified,Poland,,Cieszyn,Poland,TRUE,M,07-07-1962,,
2324,Chatchai Kaewbootta,70,1200,2022,4,Finance & Investments,Thailand,,Bangkok,Thailand,TRUE,M,05-07-1951,,
2324,Shirley Kao,65,1200,2022,4,Food & Beverage,Taiwan,,Tainan,Taiwan,FALSE,F,02-09-1956,,
2324,Ipek Kirac,37,1200,2022,4,Diversified,Turkey,,Istanbul,Turkey,FALSE,F,28-11-1984,,
2324,Carsten Koerl,57,1200,2022,4,Sports,Switzerland,,,Germany,TRUE,M,27-11-1964,"Entrepreneur, Investor",
2324,Andrei Kosogov,61,1200,2022,4,Energy,Russia,,Moscow,Russia,TRUE,M,15-03-1961,,
2324,John Krystynak,53,1200,2022,4,Media & Entertainment,United States,Nevada,Incline Village,United States,TRUE,M,01-05-1968,,
2324,John Kusuma,55,1200,2022,4,Finance & Investments,Indonesia,,Jakarta,Indonesia,FALSE,M,18-11-1966,,
2324,Hartono Kweefanus,72,1200,2022,4,Food & Beverage,Indonesia,,,Indonesia,FALSE,M,25-01-1950,,
2324,Kwek Leng Peck,66,1200,2022,4,Diversified,Singapore,,Singapore,Singapore,FALSE,M,01-01-1956,,
2324,Kristo Käärmann,41,1200,2022,4,Finance & Investments,United Kingdom,,London,Estonia,TRUE,M,01-09-1980,Cofounder,
2324,Guy Laliberté,62,1200,2022,4,Media & Entertainment,Canada,,Montreal,Canada,TRUE,M,01-01-1960,Cofounder and CEO,
2324,Lee Sang-ryul,60,1200,2022,4,Manufacturing,South Korea,,,South Korea,TRUE,M,21-10-1961,Co-CEO,
2324,Lee Seung-gun,40,1200,2022,4,Technology,South Korea,,Seoul,South Korea,TRUE,M,30-01-1982,,
2324,Hongjing Li,54,1200,2022,4,Automotive,China,,Haikou,China,TRUE,M,01-02-1968,,
2324,Li Wanqiang,44,1200,2022,4,Technology,China,,Beijing,China,TRUE,M,01-08-1977,,
2324,Lu Hongyan,44,1200,2022,4,Media & Entertainment,China,,Xiamen,China,TRUE,M,31-05-1977,,
2324,Dalong Lv,60,1200,2022,4,Telecom,China,,Beijing,China,TRUE,M,12-03-1962,,
2324,Carsten Maschmeyer,62,1200,2022,4,Finance & Investments,Germany,,Munich,Germany,TRUE,M,08-05-1959,Entrepreneur,
2324,Todd McKinnon,50,1200,2022,4,Technology,United States,California,San Francisco,United States,TRUE,M,25-10-1971,,
2324,Rubens Menin Teixeira de Souza,66,1200,2022,4,Diversified,Brazil,,Belo Horizonte,Brazil,TRUE,M,12-03-1956,,
2324,Lorinc Meszaros,56,1200,2022,4,Diversified,Hungary,,Felcsút,Hungary,TRUE,M,25-02-1966,,
2324,Ulrich Mommert & family,81,1200,2022,4,Automotive,,,,Austria,TRUE,M,11-01-1941,,
2324,Park Kwan-ho,50,1200,2022,4,Media & Entertainment,South Korea,,Seoul,South Korea,TRUE,M,11-01-1972,,
2324,George Pedersen,86,1200,2022,4,Manufacturing,United States,Virginia,McLean,United States,TRUE,M,18-08-1935,,
2324,David Penaloza Alanis,48,1200,2022,4,Construction & Engineering,Mexico,,Mexico City,Mexico,FALSE,M,01-01-1974,,
2324,Stefan Pierer,65,1200,2022,4,Automotive,Austria,,Wels,Austria,TRUE,M,25-11-1956,,
2324,Murdaya Poo,81,1200,2022,4,Diversified,Indonesia,,Jakarta,Indonesia,FALSE,M,12-01-1941,,
2324,Michael Price,69,1200,2022,4,Finance & Investments,United States,New Jersey,Far Hills,United States,FALSE,M,03-07-1952,President,
2324,Leonid Radvinsky,40,1200,2022,4,Technology,United States,Illinois,Chicago,United States,TRUE,M,05-01-1982,,
2324,Megdet Rahimkulov & family,76,1200,2022,4,Finance & Investments,Russia,,Moscow,Russia,TRUE,M,16-10-1945,,
2324,Andrei Rappoport,58,1200,2022,4,Finance & Investments,Russia,,Moscow,Russia,TRUE,M,22-06-1963,,
2324,Dasari Uday Kumar Reddy,54,1200,2022,4,Technology,India,,Hyderabad,India,TRUE,M,01-05-1967,,
2324,Helena Revoredo,75,1200,2022,4,Service,Spain,,Madrid,Spain,FALSE,F,10-02-1947,,
2324,Duke Reyes,65,1200,2022,4,Food & Beverage,United States,Florida,Palm Beach,United States,FALSE,M,23-03-1957,,
2324,Nobutada Saji,76,1200,2022,4,Food & Beverage,Japan,,Tokyo,Japan,FALSE,M,25-11-1945,,
2324,Leonard Schleifer,69,1200,2022,4,Healthcare,United States,New York,Tarrytown,United States,TRUE,M,07-07-1952,CEO and Founder,2
2324,Airat Shaimiev,60,1200,2022,4,Energy,Russia,,Kazan,Russia,TRUE,M,07-03-1962,,
2324,Radik Shaimiev,57,1200,2022,4,Energy,Russia,,Kazan,Russia,TRUE,M,14-11-1964,,
2324,Vijay Shekhar Sharma,43,1200,2022,4,Service,India,,Delhi,India,TRUE,M,07-06-1978,,
2324,Devi Shetty,69,1200,2022,4,Healthcare,India,,Bangalore,India,TRUE,M,01-01-1953,,
2324,Shum Chiu Hung & family,52,1200,2022,4,Real Estate,China,,Guangzhou,China,TRUE,M,,,
2324,Michael Steinhardt,81,1200,2022,4,Finance & Investments,United States,New York,Mount Kisco,United States,TRUE,M,07-12-1940,,
2324,Petter Stordalen & family,59,1200,2022,4,Service,Norway,,Oslo,Norway,TRUE,M,29-11-1962,,
2324,Winarko Sulistyo,76,1200,2022,4,Manufacturing,Indonesia,,Jakarta,Indonesia,TRUE,M,10-12-1945,,
2324,Sun Huaiqing & family,52,1200,2022,4,Fashion & Retail,China,,Guangzhou,China,TRUE,M,02-10-1969,,
2324,Luc Tack,60,1200,2022,4,Manufacturing,Belgium,,Deinze,Belgium,TRUE,M,01-09-1961,,
2324,Lucio Tan,87,1200,2022,4,Diversified,Philippines,,Manila,Philippines,TRUE,M,17-07-1934,,
2324,Yoshikazu Tanaka,45,1200,2022,4,Technology,Japan,,Tokyo,Japan,TRUE,M,18-02-1977,,
2324,Stanley Tang,29,1200,2022,4,Technology,United States,California,San Francisco,United States,TRUE,M,27-10-1992,Cofounder,
2324,Sam Tarascio,77,1200,2022,4,Real Estate,Australia,,Melbourne,Australia,TRUE,M,22-07-1944,,
2324,Alexander Tedja,76,1200,2022,4,Real Estate,Indonesia,,Jakarta,Indonesia,TRUE,M,22-09-1945,,
2324,Laurie Tisch,71,1200,2022,4,Diversified,United States,New York,New York,United States,FALSE,F,19-02-1951,,
2324,Steven Tisch,73,1200,2022,4,Diversified,United States,California,Beverly Hills,United States,FALSE,M,14-02-1949,,
2324,Stefania Triva,57,1200,2022,4,Healthcare,Italy,,Brescia,Italy,FALSE,F,04-10-1964,,
2324,Maria Grace Uy,53,1200,2022,4,Telecom,Philippines,,Angeles,Philippines,TRUE,F,25-04-1968,,
2324,Wim van der Leegte,74,1200,2022,4,Manufacturing,Netherlands,,Eindhoven,Netherlands,FALSE,M,23-08-1947,,
2324,Thongma Vijitpongpun,64,1200,2022,4,Real Estate,Thailand,,Bangkok,Thailand,TRUE,M,08-07-1957,,
2324,Jianfeng Wang & family,52,1200,2022,4,Automotive,China,,Ningbo,China,TRUE,M,,,
2324,Wang Jilei,57,1200,2022,4,Logistics,China,,Shanghai,China,TRUE,M,01-01-1965,,
2324,Wang Junmin,53,1200,2022,4,Healthcare,China,,Chengdu,China,TRUE,M,12-12-1968,,
2324,Wang Kunxiao,52,1200,2022,4,Manufacturing,China,,Yantai,China,TRUE,M,23-06-1969,,
2324,Wang Zhentao & family,56,1200,2022,4,Healthcare,China,,Wenzhou,China,TRUE,M,14-05-1965,,
2324,J. Wayne Weaver,86,1200,2022,4,Diversified,United States,Florida,Jacksonville,United States,TRUE,M,01-09-1935,,
